      5,594,419  GC Heap bytes
         63,830  GC Heap objects

   Object Bytes     Count  Type
             32         1  System.Collections.Generic.List<System.WeakReference<System.Diagnostics.Tracing.EventSource>>  [System.Private.CoreLib.dll]
             32         1  System.Collections.Concurrent.ConcurrentDictionary<System.UInt32,System.String>  [System.Collections.Concurrent.dll]
             32         1  System.Collections.Concurrent.ConcurrentDictionary<System.UInt32,System.ValueTuple<System.String,System.String>>  [System.Collections.Concurrent.dll]
             32         1  System.Windows.UncommonField<MS.Internal.WeakDictionary<System.Object,System.Collections.Generic.List<System.Collections.Generic.KeyValuePair<System.Int32,System.Object>>>>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.TriggerCollection>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.ResourceDictionary>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<MS.Internal.KnownBoxes.SizeBox>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.FrameworkElement+LayoutTransformData>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Collections.Generic.List<System.Windows.DependencyObject>>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Collections.Hashtable>  [WindowsBase.dll]
             32         1  RECT  [WindowsBase.dll]
             32         1  System.Collections.Generic.List<System.Windows.Shell.WindowChrome+_SystemParameterBoundProperty>  [System.Private.CoreLib.dll]
             32         1  System.Windows.UncommonField<System.Windows.Shapes.BoxedMatrix>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Data.FilterEventHandler>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Documents.TextElement>  [WindowsBase.dll]
             32         1  System.Windows.Documents.TextSegment  [PresentationFramework.dll]
             32         1  System.Windows.UncommonField<System.Windows.Documents.TextStore+IMECompositionTracingInfo>  [WindowsBase.dll]
             32         1  IMECompositionTracingInfo  [PresentationFramework.dll]
             32         1  System.Windows.UncommonField<System.Windows.Input.KeyboardFocusChangedEventHandler>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Documents.NaturalLanguageHyphenator>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Controls.VirtualizingStackPanel+OffsetInformation>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Controls.VirtualizingStackPanel+EffectiveOffsetInformation>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Controls.VirtualizingStackPanel+SnapshotData>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Controls.VirtualizingStackPanel+FirstContainerInformation>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Controls.VirtualizingStackPanel+ScrollTracingInfo>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Collections.Generic.List<System.Windows.Controls.Primitives.Popup>>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Exception>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Controls.Primitives.PopupRoot>  [WindowsBase.dll]
             32         1  MS.Internal.Data.BindingExpressionUncommonField  [PresentationFramework.dll]
             32         1  System.Windows.UncommonField<System.Windows.Controls.ItemsControl+ItemInfo>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Controls.Primitives.Selector+ChangeInfo>  [WindowsBase.dll]
             32         1  System.Collections.Generic.List<System.Tuple<System.WeakReference<System.Windows.FrameworkElement>,System.Windows.Documents.TextStore+IMECompositionTracer+TraceList>>  [System.Private.CoreLib.dll]
             32         1  System.Collections.Generic.List<System.Tuple<System.WeakReference<System.Windows.Controls.ItemsControl>,System.Windows.Controls.VirtualizingStackPanel+ScrollTracer+TraceList>>  [System.Private.CoreLib.dll]
             32         1  System.Windows.UncommonField<System.Collections.IDictionary>  [WindowsBase.dll]
             32         1  EmptySortDescriptionCollection  [WindowsBase.dll]
             32         1  MS.Utility.ItemStructList<System.Windows.DependencyProperty>  [WindowsBase.dll]
             32         1  System.Windows.Int32Rect  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<MS.Utility.FrugalMapBase>  [WindowsBase.dll]
             32         1  System.Windows.Threading.ExceptionWrapper  [WindowsBase.dll]
             32         1  Microsoft.Win32.SafeHandles.SafeProcessHandle  [System.Diagnostics.Process.dll]
             32         1  CachedCultureMap  [PresentationCore.dll]
             32         1  System.Windows.UncommonField<System.Windows.Input.InputBindingCollection>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Input.CommandBindingCollection>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Input.StylusPlugIns.StylusPlugInCollection>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.WeakReference<System.Windows.UIElement>>  [WindowsBase.dll]
             32         1  TwoWayDictionary<System.Windows.Media.SolidColorBrush,System.String>  [PresentationCore.dll]
             32         1  System.Windows.UncommonField<System.Collections.Generic.Dictionary<System.Windows.Media.ICyclicBrush,System.Int32>>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Collections.Generic.Dictionary<System.Windows.Media.Composition.DUCE+Channel,System.Int32>>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Int32>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Media.Geometry>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Double>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Media.Brush>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Media.EdgeMode>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Media.BitmapScalingMode>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Media.ClearTypeHint>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Media.Transform>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Media.Effects.Effect>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Media.CacheMode>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Media.Visual+AncestorChangedEventHandler>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Media.TextRenderingMode>  [WindowsBase.dll]
             32         1  System.Windows.UncommonField<System.Windows.Media.TextHintingMode>  [WindowsBase.dll]
             32         1  MS.Internal.Shaping.CompositeFontFamily  [PresentationCore.dll]
             32         1  <CppImplementationDetails>.INDEXSUBTABLE2_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             32         1  <CppImplementationDetails>.BIGGLYPHMETRICS_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             32         1  <CppImplementationDetails>.INDEXSUBTABLE5_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             32         1  <CppImplementationDetails>.OS2_PANOSE_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             32         1  <CppImplementationDetails>.POST_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             32         1  <CppImplementationDetails>.MAXP_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             32         1  <CppImplementationDetails>.EBDTFORMAT9_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             32         1  <CppImplementationDetails>.SBITLINEMETRICS_CONTROL$$BY0A@E  [DirectWriteForwarder.dll]
             32         1  MS.Internal.Text.TextInterface.Generics.NativePointerWrapper<_GUID>  [DirectWriteForwarder.dll]
             32         1  <CrtImplementationDetails>.ModuleUninitializer  [DirectWriteForwarder.dll]
             32         1  System.CultureAwareComparer  [System.Private.CoreLib.dll]
             32         1  System.Configuration.StringValidator  [System.Configuration.ConfigurationManager.dll]
             32         1  System.Collections.Concurrent.ConcurrentDictionary<System.Type,System.ComponentModel.TypeDescriptor+TypeDescriptionNode>  [System.Collections.Concurrent.dll]
             32         1  System.Collections.Concurrent.ConcurrentDictionary<System.Type,System.Object>  [System.Collections.Concurrent.dll]
             32         1  System.Collections.Concurrent.ConcurrentDictionary<System.Int32,System.Drawing.Font>  [System.Collections.Concurrent.dll]
             32         1  System.Nullable<System.Drawing.Size>  [System.Private.CoreLib.dll]
             32         1  System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor  [System.Text.Json.dll]
             32         1  System.Text.Json.Serialization.Metadata.DefaultJsonTypeInfoResolver  [System.Text.Json.dll]
             32         1  Windows.Win32.System.Com.ComInterfaceTable  [System.Private.Windows.Core.dll]
             32         1  Microsoft.Extensions.DependencyInjection.ServiceLookup.DynamicServiceProviderEngine  [Microsoft.Extensions.DependencyInjection.dll]
             32         1  System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCacheKey,Microsoft.Extensions.DependencyInjection.ServiceLookup.ILEmitResolverBuilder+GeneratedMethod>  [System.Collections.Concurrent.dll]
             32         1  System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier,Microsoft.Extensions.DependencyInjection.ServiceProvider+ServiceAccessor>  [System.Collections.Concurrent.dll]
             32         1  System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCacheKey,Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCallSite>  [System.Collections.Concurrent.dll]
             32         1  System.Collections.Concurrent.ConcurrentDictionary<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier,System.Object>  [System.Collections.Concurrent.dll]
             32         1  System.Collections.Generic.List<System.WeakReference<Microsoft.Extensions.DependencyInjection.ServiceProvider>>  [System.Private.CoreLib.dll]
             32         1  System.GenericUriParser  [System.Private.Uri.dll]
             32         1  RuntimeConfigurationFactory  [System.Configuration.ConfigurationManager.dll]
             32         1  NameObjectEntry  [System.Collections.Specialized.dll]
             32         1  System.Reflection.Emit.GenericFieldInfo  [System.Private.CoreLib.dll]
